ID,Cena,localization,latitude,longitude,Oferta_od,Kategoria,Marka_pojazdu,Model_pojazdu,Rodzaj_paliwa,Moc,Pojemnosc_skokowa,Liczba_drzwi,Skrzynia_biegow,Wersja,Generacja,Segment,Kolor,Przebieg,Rok_produkcji,Naped,Spalanie_W_Miescie,Typ_nadwozia,Emisja_CO2,Liczba_miejsc,Rodzaj_koloru,Kraj_pochodzenia,Pierwszy_wlasciciel,Bezwypadkowy,Serwisowany_w_ASO,Stan,VAT_marza,Pierwsza_rejestracja,Numer_rejestracyjny_pojazdu,Zarejestrowany_w_Polsce,Filtr_czastek_stalych,Tuning,Mozliwosc_finansowania,Uszkodzony,Faktura_VAT,Spalanie_W_Cyklu_Mieszanym,Spalanie_Poza_Miastem,Okres_gwarancji_producenta,Leasing,Miesieczna_rata,lub_do_przebieg_km,Gwarancja_dealerska_w_cenie,Homologacja_ciezarowa,Oplata_poczatkowa,Liczba_pozostalych_rat,Wartosc_wykupu,Kierownica_po_prawej_Anglik,Zarejestrowany_jako_zabytek,Link
6088473200,1269000.0,,,,Firmy,Osobowe,McLaren,600LT Coupe,Benzyna,600,3799,2,Automatyczna,Standard,,,Biały,7200,2018,Na tylne koła,16.30,Coupe,266,2,Perłowy,Polska,Tak,Tak,Tak,Używane,,,,Tak,,,Tak,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-600lt-coupe-600lt-carbon-bowers-salon-polska-fv23-ID6E2C0E.html#d9eefc2283
6072663379,569999.0,"Grzybowska 63 - 00-844 Warszawa, Śródmieście (Polska)",52.2369622,21.0002135,Firmy,Osobowe,McLaren,MP4-12C,Benzyna,625,3800,3,Automatyczna,,,,Żółty,52500,2014,Na tylne koła,,Kabriolet,,2,Perłowy,Niemcy,,Tak,Tak,Używane,,,,,,,Tak,,Tak,,,06/06/2028,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-mp4-12c-mp4-12c-spider-akrapovic-gwarancja-premium-cars-showroom-ID6CYh9x.html#d9eefc2283
6089164203,772000.0,,,,Firmy,Osobowe,McLaren,720S Coupe,Benzyna,720,4000,2,Automatyczna,,,,Czarny,19000,2019,Na tylne koła,,Coupe,,2,Perłowy,Polska,Tak,Tak,Tak,Używane,Tak,26/06/2019,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-720s-coupe-mclaren-720s-coupe-ID6E5wLR.html#d9eefc2283
6088330110,762600.0,"Dębica, dębicki, Podkarpackie",50.04611635,21.412761546800066,Osoby prywatnej,Osobowe,McLaren,650S,Benzyna,650,3799,2,Automatyczna,Coupe,,,Niebieski,11250,2015,Na tylne koła,17.50,Coupe,275,2,,,,Tak,Tak,Używane,,01/01/2015,RDE12312,Tak,,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-650s-maclaren-650s-11tys-przebieg-ferrari-ID6E20MK.html#d9eefc2283
6088929878,1699000.0,"ul. Brzezińska 10 - 92-103 Łódź, Widzew (Polska)",51.7963792,19.5027292,Firmy,Osobowe,McLaren,altul,Benzyna,675,3800,2,Automatyczna,,,,Srebrny,26200,2016,,,Kabriolet,,2,Metalik,Niemcy,Tak,,Tak,Używane,,,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-altul-mclaren-675lt-spider-carbon-alcantara-tytanowe-felgi-ID6E4vOq.html#d9eefc2283
6060015074,1313736.0,"Ostrobramska 73 - 04-175 Warszawa, Praga-Południe (Polska)",52.232057,21.11390666875141,Firmy,Osobowe,McLaren,altul,Benzyna,620,,,,,,,Niebieski,1,2019,,,Coupe,,,,,,Tak,,Nowe,,,,,,,Tak,,,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-altul-mclaren-gt-ID6C7cKC.html#d9eefc2283
6050017409,989000.0,"Ostrobramska 73 - 04-175 Warszawa, Praga-Południe (Polska)",52.232057,21.11390666875141,Firmy,Osobowe,McLaren,570 GT,Benzyna,570,3799,2,Automatyczna,Standard,,,Czarny,2,2018,Na tylne koła,,Coupe,,2,Metalik,,,,,Używane,,,,,,,,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-570-gt-570gt-ID6BrfTX.html#d9eefc2283
6054236274,1156607.0,"Ostrobramska 73 - 04-175 Warszawa, Praga-Południe (Polska)",52.232057,21.11390666875141,Firmy,Osobowe,McLaren,Inny,Benzyna,,,,,,,,Biały,10,2018,,,Coupe,,,Metalik,,,Tak,,Używane,,,,,,,Tak,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-570s-coupe-silica-white-ID6BIXqa.html#d9eefc2283
6055708773,1543994.0,"Ostrobramska 73 - 04-175 Warszawa, Praga-Południe (Polska)",52.232057,21.11390666875141,Firmy,Osobowe,McLaren,600LT Spider,Benzyna,600,3879,3,Automatyczna,,,,Inny kolor,4,2019,,,Kabriolet,,2,Metalik,,,Tak,,Nowe,,,,,,,Tak,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-600lt-spider-mclaren-orange-ID6BP8u9.html#d9eefc2283
6060058738,1572700.0,"Ostrobramska 73 - 04-175 Warszawa, Praga-Południe (Polska)",52.232057,21.11390666875141,Firmy,Osobowe,McLaren,600LT Spider,Benzyna,600,3789,3,Automatyczna,,,,Czarny,1,2019,,,Kabriolet,,2,,,,Tak,,Nowe,,,,,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-600lt-spider-onyx-black-by-mclaren-design-ID6C7o6S.html#d9eefc2283
6027710762,1999000.0,"Objazdowa 11 - 83-010 Straszyn, gdański, Pomorskie (Polska)",54.28139975,18.593923754820892,Firmy,Osobowe,McLaren,altul,Benzyna,675,3800,3,Automatyczna,,,,Czarny,10,2017,,,Kabriolet,,,,,Tak,Tak,Tak,Używane,,,,Tak,,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mclaren-altul-675-lt-spider-nowy-1-z-500-sztuk-f-vat-23-ID6zWEWk.html#d9eefc2283
6089637446,77700.0,"Płock, Mazowieckie",52.535347099999996,19.713630138580008,Osoby prywatnej,Osobowe,Mercedes-Benz,GLA,Benzyna,211,1991,5,Automatyczna,250 4-Matic,,,Czarny,213000,2014,4x4 (dołączany automatycznie),8,SUV,154,5,Metalik,Polska,,Tak,Tak,Używane,,05/11/2014,WP1850L,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-gla-250-4-matic-7-dct-211km-ID6E7uSO.html#726396deee
6088988160,129999.0,"Poznań, Wielkopolskie, Wilda",52.3897748,16.9174381,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,Diesel,258,2987,5,Automatyczna,350 BlueTEC 9G-TRONIC Avantgarde,W213 (2016-),,Szary,119000,2017,,6,Kombi,,5,Metalik,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e-350-zamiana-okazja-ID6E4LYs.html#726396deee
6089008821,16500.0,"Romaszewskiego 4A - 01-892 Warszawa, Mazowieckie (Polska)",52.2699032,20.95652252349634,Firmy,Osobowe,Mercedes-Benz,Klasa B,Diesel,109,1991,5,Manualna,180 CDI,W245 (2005-2011),,Inny kolor,215500,2007,Na przednie koła,6.70,Kompakt,136,5,,,,,Tak,Używane,Tak,05/06/2007,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-mercedes-benz-b180-cdi-2007-r-super-stan-ID6E4RlH.html#726396deee
6082990479,17220.0,"Kraków, Małopolskie, Stare Miasto",50.0590398,19.93716829792899,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,Diesel,204,3222,4,Automatyczna,320 CDI Avantgarde,W211 (2002-2009),,Czarny,296000,2005,Na tylne koła,11,Kombi,183,5,Metalik,Niemcy,,Tak,,Używane,,26/03/2015,KR2U910,Tak,Tak,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-benz-w211-kombi-320-cdi-f-vat-ID6DFBHF.html#726396deee
6089637005,29900.0,,,,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Diesel,136,2148,5,Manualna,200 CDI Classic,W204 (2007-2014),,Czarny,293000,2009,Na tylne koła,7,Kombi,157,5,Metalik,,,Tak,,Używane,,04/01/2010,GD116RE,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-klasa-c-200-ID6E7uLH.html#726396deee
6089637119,4999.0,"Czarne, człuchowski, Pomorskie",53.68353,16.94221,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Benzyna,163,1796,5,Manualna,200 T Kompressor Classic,W203 (2000-2007),,Inny kolor,160023,2005,Na tylne koła,14,Sedan,,5,,Niemcy,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-1-8-benzyna-ID6E7uNx.html#726396deee
6085927053,38000.0,"Głogów, głogowski, Dolnośląskie",51.67019285,16.06140366346836,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Benzyna+LPG,231,2996,4,Manualna,280 Avantgarde,W204 (2007-2014),,Szary,270702,2007,Na tylne koła,13,Sedan,225,5,Metalik,,,,,Używane,,,,Tak,,,,,,9,6,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-ID6DRWDL.html#726396deee
6089443481,187000.0,"Warszawa, Mazowieckie, Żoliborz",52.2675944,20.9796975,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,Diesel,194,1950,2,Automatyczna,220 d Coupe 9G-TRONIC,W213 (2016-),,Biały,70000,2018,Na tylne koła,5.50,Coupe,122,4,Perłowy,Polska,Tak,Tak,Tak,Używane,,04/12/2018,,Tak,,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-mercedes-e-coup-220d-pakiet-amg-ID6E6Gql.html#726396deee
6088670224,69500.0,"Zielona Góra, Lubuskie",51.9383777,15.5050408,Osoby prywatnej,Osobowe,Mercedes-Benz,SL,Benzyna,306,4966,2,Automatyczna,500,R230 (2001-2013),,Inny kolor,108300,2001,Na tylne koła,19,Kabriolet,,2,Metalik,,,Tak,,Używane,,,FZI99156,Tak,,Tak,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-sl-mercedes-benz-sl-500-wersja-lorinser-ID6E3rgs.html#726396deee
6089636882,329000.0,"Turek, turecki, Wielkopolskie",52.0162022,18.511440948960132,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa S,Benzyna,367,2987,4,Automatyczna,450 4-Matic 9G-TRONIC,W222 (2013-2020),,Szary,14700,2018,4x4 (stały),9,Sedan,,,,,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-mercedes-s450-niski-przebieg-full-opcja-ID6E7uJI.html#726396deee
6087787059,153000.0,"Plewiska, poznański, Wielkopolskie",52.3665196,16.809783,Osoby prywatnej,Osobowe,Mercedes-Benz,GLC,Benzyna,211,1991,5,Automatyczna,250 4-Matic,,,Czarny,44000,2017,4x4 (stały),8,SUV,152,5,Metalik,Polska,,Tak,Tak,Używane,,12/06/2017,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-glc-mercedes-250-glc-ID6DZJwR.html#726396deee
6089405013,55500.0,"Gubin, krośnieński, Lubuskie",51.95734105,14.737042559250952,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa S,Benzyna+LPG,272,3498,4,Automatyczna,350 4-Matic,W221 (2005-),,Czarny,278000,2009,4x4 (stały),14,Sedan,259,5,Metalik,Niemcy,,Tak,Tak,Używane,,18/02/2009,FKR988CS,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-4matic-dociagi-xenon-navi-skory-amg-full-opcja-2009r-ID6E6vpT.html#726396deee
6089442330,12999.0,"Poznań, Wielkopolskie, Nowe Miasto",52.7403693,15.2434704,Osoby prywatnej,Osobowe,Mercedes-Benz,CLK,Benzyna,136,1998,2,Manualna,200,W208 (1997-2002),,Srebrny,191500,1998,Na tylne koła,9,Coupe,,4,Metalik,Niemcy,,Tak,,Używane,,20/09/1998,PZ 632JX,Tak,,,,,,8,7,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-clk-mercedes-clk-200-doinwestowany-garazowany-stan-kolekcjonerski-ID6E6G7M.html#726396deee
6089550962,14900.0,"Warszawa, Mazowieckie, Rembertów",52.2614149,21.1628191,Osoby prywatnej,Osobowe,Mercedes-Benz,CLK,Benzyna+LPG,163,1796,2,Automatyczna,,W209 (2002-),,Srebrny,260000,2003,,,Coupe,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-clk-benzyna-gazw209skorynavidwa-komplety-kolamg-automat2003rlpg-ID6E78nU.html#726396deee
6089636051,80900.0,"Warszawa, Mazowieckie, Wilanów",52.1530829,21.1104411,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Diesel,170,2143,4,Automatyczna,220 (BlueTEC) d 7G-TRONIC,W205 (2014-2021),,Szary,143000,2014,Na tylne koła,5,Sedan,117,5,Metalik,Polska,Tak,,Tak,Używane,,,WW6888W,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-ID6E7uvj.html#726396deee
6087726757,35900.0,"Warszawa, Mazowieckie, Praga-Południe",52.2373961,21.0712578,Osoby prywatnej,Osobowe,Mercedes-Benz,CLK,Benzyna,217,3199,2,Automatyczna,320,W208 (1997-2002),,Srebrny,158613,1998,Na tylne koła,16,Kabriolet,242,4,Metalik,Niemcy,,Tak,Tak,Używane,Tak,,KABRIOLET,,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-clk-320-automat-218hp-kabriolet-elegance-2xpdc-4xel-szyby-salon-niemcy-ID6DZtPf.html#726396deee
6088854132,22900.0,,,,Firmy,Osobowe,Mercedes-Benz,Klasa E,Diesel,190,2987,5,Automatyczna,280 T CDI 7G-TRONIC,W211 (2002-2009),,Srebrny,333500,2006,Na tylne koła,10.60,Kombi,183,5,Metalik,Niemcy,,Tak,,Używane,,22/08/2006,ZS776FN,Tak,Tak,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-e-280-cdi-t-v6-lifting-ddb-auto-bogacka-ID6E4d6I.html#726396deee
6088518489,88191.0,"Pabianice, pabianicki, Łódzkie",51.6662312,19.35925466859993,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Diesel,122,1597,5,Manualna,180 d T,W205 (2014-2021),,Szary,65595,2019,Na tylne koła,4.90,Kombi,112,5,Metalik,Belgia,,Tak,Tak,Używane,,29/08/2019,EPA21016,Tak,,,,,Tak,,,29/08/2021,,,120 000 km,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-lift-super-wyposazenie-f-v23-ID6E2NN7.html#726396deee
6089440277,34990.0,"Rzeszów, Podkarpackie",50.0374531,22.0047174,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Benzyna,156,1796,4,Automatyczna,180 Kompressor Avantgarde,W204 (2007-2014),,Czarny,143787,2007,Na tylne koła,10,Sedan,177,5,Metalik,Niemcy,Tak,Tak,Tak,Używane,Tak,,,Tak,,,,,,7,5,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-z-niemiec-1-8-kompresor-automat-xsenon-navi-oplacony-ID6E6FAF.html#726396deee
6089216249,132900.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa A,Benzyna,163,1332,5,Automatyczna,,W177 (2018-),,Czarny,33500,2018,Na przednie koła,,Kompakt,,5,,Polska,Tak,Tak,Tak,Używane,Tak,20/07/2018,,,,,Tak,,,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-pakiet-amg-pakiet-night-multibeam-ambiente-kamera-360-keyless-panorama-ID6E5Jjj.html#726396deee
6089216239,135000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa B,Benzyna,136,1332,5,Automatyczna,,W247 (2018-),,Szary,7500,2019,Na przednie koła,,Kompakt,,5,Metalik,Polska,Tak,Tak,Tak,Używane,Tak,26/08/2019,,,,,Tak,,,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-ambiente-multibeam-led-mbux-ID6E5Jj9.html#726396deee
6089594528,205000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Vito,Diesel,136,1950,4,Automatyczna,,W447 (2014-),,Biały,54900,2020,Na tylne koła,,Minivan,,2,,Polska,Tak,Tak,Tak,Używane,,29/07/2020,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-vito-114-cdi-silnik-1950-cm-extra-dlugi-automat-9-biegow-9-osob-rok-2020-ID6E7jIA.html#726396deee
6088560654,229000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa V,Diesel,163,2143,4,Automatyczna,,II (2014-),,Srebrny,15080,2017,Na tylne koła,,Kombi,,6,Metalik,Polska,Tak,Tak,Tak,Używane,,18/10/2017,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-v-certified-van-9-obietnic-ID6E2YLc.html#726396deee
6086715628,267000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa V,Diesel,190,1950,4,Automatyczna,,II (2014-),,Czarny,9950,2019,Na tylne koła,,Minivan,,6,,Polska,Tak,Tak,Tak,Używane,,17/12/2019,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-v-kamera-360-ils-led-certified-9-obietnic-ID6DWeMI.html#726396deee
6088530503,245000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa S,Diesel,258,2987,4,Automatyczna,,W222 (2013-2020),,Czarny,153188,2016,4x4 (dołączany automatycznie),,Sedan,,5,Metalik,Polska,,,,Używane,,12/04/2017,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-salon-polska-i-wlasciciel-serwisowany-w-aso-ID6E2QUT.html#726396deee
6089635086,84800.0,"Sieradz, sieradzki, Łódzkie",51.6017529,18.739901469268844,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Diesel,194,1950,5,Automatyczna,220 d 9G-TRONIC,W205 (2014-2021),,Czarny,83000,2018,Na tylne koła,5,Kombi,128,5,Perłowy,,,,Tak,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-220d-9g-tronic-194km-kombi-avantgarde-ID6E7ugK.html#726396deee
6086356711,438000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,Klasa S,Benzyna,456,4663,2,Automatyczna,,W222 (2013-2020),,Niebieski,108719,2017,4x4 (dołączany automatycznie),,Coupe,,4,Metalik,Polska,Tak,Tak,Tak,Używane,,28/12/2017,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-salon-polska-faktura-vat23-ID6DTJpJ.html#726396deee
6089439811,110000.0,"Szczecin, Zachodniopomorskie, Śródmieście",53.4321556,14.5420271,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,Benzyna,129,1497,5,Automatyczna,160 T 9G-TRONIC,W205 (2014-2021),,Czerwony,68000,2019,Na tylne koła,8.30,Sedan,147,5,Matowy,,Tak,,Tak,Używane,,,PO4MM47,Tak,,,,,Tak,,,,Tak,1 760 PLN,,,,55 640 PLN,1,52 600 PLN,,,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-c160-z-salonu-cesja-leasingu-lup-zakup-z-faktura-po-11-2021-ID6E6Ft9.html#726396deee
6086356947,235000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,GLE,Diesel,258,2987,5,Automatyczna,,W167 (2019-),,Czarny,82643,2017,4x4 (dołączany automatycznie),,SUV,,5,,Polska,Tak,Tak,Tak,Używane,,04/04/2017,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-gle-salon-polska-faktura-vat23-ID6DTJtx.html#726396deee
6088973701,320000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,GLE,Diesel,245,1950,5,Automatyczna,,W167 (2019-),,Szary,58623,2020,4x4 (dołączany automatycznie),,SUV,,5,Metalik,Polska,Tak,Tak,Tak,Używane,,19/08/2020,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-gle-program-certyfikowane-11-obietnic-ID6E4Idf.html#726396deee
6085595107,165000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,GLC,Diesel,170,2143,5,Automatyczna,,,,Czarny,63554,2018,4x4 (dołączany automatycznie),,SUV,,5,,Polska,Tak,Tak,Tak,Używane,,27/11/2018,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-glc-salon-polska-faktura-vat23-ID6DQxhN.html#726396deee
6088271299,498000.0,"Brukowa 46 - 05-092 Łomianki, warszawski zachodni, Mazowieckie (Polska)",52.32271,20.89597,Firmy,Osobowe,Mercedes-Benz,CLS,Benzyna,435,2999,4,Automatyczna,,C257 (2018-),,Biały,44309,2018,4x4 (dołączany automatycznie),,Coupe,,5,,Polska,Tak,Tak,Tak,Używane,,26/07/2019,,Tak,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-benz-cls-program-certyfikowane-11-obietnic-ID6E1Lub.html#726396deee
6076363854,7990.0,,,,Firmy,Osobowe,MG,MGF,Benzyna,120,1796,2,Manualna,,,,Zielony,144000,2000,Na tylne koła,,Kabriolet,,2,,,,,Tak,Używane,,15/02/2000,PZ 814FF,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mgf-ogloszenie-prywatne-ID6DdNOC.html#b08ceec353
6089303358,9900.0,"Tychy, Śląskie",50.126498049999995,19.006784585824853,Osoby prywatnej,Osobowe,MG,MGF,Benzyna,122,1796,2,Manualna,,,,Zielony,124617,1997,Na tylne koła,,Kabriolet,,2,Metalik,Polska,,,,Używane,,07/11/1997,S1 MGF,Tak,,,,,,,,,,,124 617 km,,,,,,,,https://www.otomoto.pl/oferta/mg-mgf-s1-mgf-wyjatkowy-jak-ty-mg-f-ID6E65Yi.html#b08ceec353
6089311228,13900.0,,,,Firmy,Osobowe,MG,MGF,Benzyna,120,1796,2,Manualna,,,,Srebrny,154000,1999,Na tylne koła,,Kabriolet,,2,Metalik,Niemcy,,Tak,,Używane,Tak,,DWR2234L,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mgf-limitowana-wersja-klima-skora-ID6E681e.html#b08ceec353
6089615101,33500.0,"Bydgoszcz, Kujawsko-pomorskie",53.12974625,18.029369658534854,Osoby prywatnej,Osobowe,MG,MGB,Benzyna,91,1800,3,Manualna,,,,Biały,77223,1971,,,Coupe,,4,Metalik,,,,,Używane,,02/04/1971,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mgb-mgb-gt-super-klasyk-ID6E7p4p.html#b08ceec353
6080300443,56000.0,"Konin, Wielkopolskie",52.25590205,18.267866211748718,Osoby prywatnej,Osobowe,MG,MGA,Benzyna,93,1622,2,Manualna,,,,Czarny,111111,1961,Na tylne koła,,Kabriolet,,2,Matowy,Stany Zjednoczone,,,,Używane,,,,,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mga-angielski-klasyk-mga-roadster-wyjatkowo-rzadki-ID6DujTZ.html#b08ceec353
6049763112,56000.0,"Konin, Wielkopolskie",52.25590205,18.267866211748718,Osoby prywatnej,Osobowe,MG,MGA,Benzyna,70,1489,2,Manualna,,,,Czerwony,111111,1957,Na tylne koła,,Coupe,,2,,Stany Zjednoczone,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mga-angielski-klasyk-mga-coupe-wyjatkowo-rzadki-ID6BqbKo.html#b08ceec353
6074233655,29500.0,,,,Firmy,Osobowe,MG,MGB,Benzyna,80,1800,3,Manualna,,,,Zielony,999999,1967,,,Coupe,,,,Norwegia,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-mgb-mgb-gt-1967-ID6D4REz.html#b08ceec353
6082996485,155000.0,,,,Firmy,Osobowe,MG,TD,Benzyna,60,1250,2,Manualna,,,,Żółty,99999,1950,,,Kabriolet,,2,,,,,,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-td-mg-td-z-1950-0ryginal-ID6DFDgx.html#b08ceec353
6085026939,79900.0,"Szczecińska 40 - 75-137 Koszalin, Zachodniopomorskie (Polska)",54.1840776,16.1540196,Firmy,Osobowe,MG,TD,Benzyna,55,1250,2,Manualna,,,,Zielony,8242,1951,,,Kabriolet,,2,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-td-conve-cabrio-ID6DO9tN.html#b08ceec353
6075352229,79900.0,"Szczecińska 40 - 75-137 Koszalin, Zachodniopomorskie (Polska)",54.1840776,16.1540196,Firmy,Osobowe,MG,Midget,Benzyna,67,1493,3,Manualna,,,,Inny kolor,89708,1976,,,Kabriolet,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-midget-cabrio-niepowtarzalny-145-ID6D9yE5.html#b08ceec353
6084859984,98000.0,,,,Firmy,Osobowe,MG,TD,Benzyna,60,1250,2,Manualna,,,,Żółty,99999,1950,,,Kabriolet,,2,,,,,,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-td-mg-td-z-1951-0ryginal-ID6DNs2Y.html#b08ceec353
6066849377,6600.0,,,,Firmy,Osobowe,MG,TD,Diesel,100,1994,3,Manualna,,,,Niebieski,225752,2005,Na przednie koła,,Kompakt,,4,,,,Tak,,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/mg-td-zadbane-auto-ID6CzSFj.html#b08ceec353
